word,sentence
再三,再三注意したのに、彼はまた遅刻した。
祭日,明日は祭日なので、会社は休みです。
催促,返事が遅れている件について、先方に**催促**のメールを送った。
採点,先生はテストを採点した。
災難,旅行中にパスポートをなくすという災難に見舞われた。
裁縫,趣味は裁縫で、よく娘の服を作ってあげます。
材木,この小屋は、良質な材木を使って建てられている。
サイレン,救急車のサイレンが近づいてきた。
逆さ,写真を逆さにして飾ってしまった。
逆様,写真を逆様にして飾ってしまった。
捜す,なくした鍵を捜しています。
遡る,この川を遡ると滝がある。
酒場,仕事帰りに、いつもの酒場に立ち寄った。
一昨昨日,一昨昨日は祖母の誕生日だった。
先程,先程、田中さんから電話がありました。
索引,この本の最後に索引が付いているので、探している情報がすぐに見つかるでしょう。
作者,この小説の作者は、まだ若い女性です。
削除,不要なファイルは**削除**しました。
作成,新しい資料を作成する必要があります。
作製,新しいパンフレットを作製しました。
探る,犯人の動機を**探る**。
囁く,彼女は私の耳元で秘密を囁いた。
匙,スープを飲むのに**匙**を使った。
座敷,宴会は座敷で行われた。
差し支え,明日、少し早く来ても差し支えないですか？
差し引き,今回の会議費は、参加費から交通費を差し引き、残額を後日返金します。
刺身,新鮮な刺身は、醤油とわさびで食べるのが一番好きだ。
(かさを～) さす,雨が降ってきたので、傘をさすことにした。
流石,さすがプロの料理人、手際が良いですね。
撮影,週末は家族で公園に行って、たくさん写真を撮影しました。
雑音,ラジオから雑音がひどくて、よく聞こえない。
さっさと,宿題、さっさと終わらせて遊びに行こう！
早速,承知いたしました。**早速**、資料をお送りします。
錆,この古い自転車は、錆がひどい。
錆びる,雨ざらしの自転車が錆びる。
座布団,どうぞ、座布団をお使いください。
妨げる,雨が試合の進行を妨げた。
さようなら,皆、また明日！さようなら。
サラリーマン,彼は毎朝満員電車に揺られて通勤する、典型的なサラリーマンだ。
騒がしい,カフェの中は、話し声で騒がしかった。
さわやか,朝のジョギングは、とてもさわやかな気分になる。
～山,富士山は日本で一番高い山です。
～産,このワインはフランス産です。
三角,このおにぎりは**三角**だよ。
算数,小学生の時、算数が得意だった。
産地,このリンゴは青森県産地です。
サンプル,この化粧品のサンプル、試してみてもいいですか？
山林,その地域は山林が多く、ハイキングコースが整備されている。
～史,美術史を学ぶ。
～紙,レポートはA4用紙に印刷してください。
～寺,清水寺は紅葉の名所として有名です。
仕上がる,レポートは明日には仕上がる予定です。
明明後日,明明後日は晴れるといいな。
シーズン,今年は特にインフルエンザのシーズンが早く始まった。
シーツ,新しいシーツは肌触りが良くて、ぐっすり眠れそう。
寺院,京都には美しい寺院がたくさんあります。
しいんと (する),先生が教室に入ってくると、**しいんと**静まり返った。
自衛,正当防衛は、**自衛**のための手段として認められています。
塩辛い,このイカの塩辛は、ちょっと塩辛いね。
司会,今日のイベントの司会は、人気アナウンサーの田中さんです。
四角い,この箱は四角い。
仕方がない,雨が降っているから、仕方がない、予定を変更しよう。
～時間目,今日の5時間目は体育です。
時間割,明日の**時間割**を確認した？
〜(日本) 式,この店は日本式のラーメンが人気だ。
敷地,この建物は広い敷地の中に建っている。
敷く,ピクニックのために、レジャーシートを**敷く**。
茂る,夏の間に庭の草木が茂った。
持参,説明会には筆記用具をご持参ください。
磁石,冷蔵庫に磁石でメモを貼る。
四捨五入,消費税を計算する際、小数点以下は四捨五入されることが多いです。
始終,彼は始終ニコニコしていて、感じが良い。
自習,明日はテストなので、今日は家で自習します。
静まる,雨が上がって、あたりが静まった。
姿勢,彼はいつも姿勢が良いので、若々しく見える。
自然科学,彼は大学で自然科学を専攻している。
時速,その車は時速80キロで走っていた。
子孫,彼女は多くの子孫に囲まれて幸せな晩年を過ごした。
死体,警察は公園で死体を発見した。
下書き,会議の議事録は、まず下書きを作成してから清書します。
自宅,今日は体調が悪いので、**自宅**でゆっくり休むことにします。
下町,浅草は、今も下町の雰囲気が残る人気の観光地です。
自治,この町は住民の自治によって運営されています。
室～,**室温は快適ですか？** (Shitsuon wa kaiteki desu ka?)
～室,会議室は予約でいっぱいです。
実感,やっと合格して、努力が報われたことを**実感**した。
しつこい,あのセールスマンは**しつこい**から、気をつけた方がいいよ。
実習,来週から病院で実習が始まります。
実績,彼は営業で素晴らしい実績を上げている。
執筆,彼は小説の執筆に没頭している。
実物,写真で見るより、実物の方がずっと綺麗だ。
しっぽ,猫が嬉しそうにしっぽを振っている。
実用,このアプリはデザインはシンプルだが、実用性が高い。
しつれいしました (かん),会議中にスマホが鳴ってしまい、「あ、しつれいしました(かん)」と謝った。
実例,具体的な実例を挙げて説明してください。
失恋,彼は失恋から立ち直ろうとしている。
指定,座席は**指定**できますか？
私鉄,通勤に毎日、私鉄を利用しています。
縛る,髪をゴムで縛る。
地盤,このあたりは地盤が弱いので、大きな地震が心配だ。
しびれる,このステーキ、本当に美味しくてしびれる！
紙幣,自動販売機は千円紙幣しか使えない。
しぼむ,風船がしぼんでしまった。
絞る,雑巾を絞る。
縞,その猫は、背中に黒い縞模様がある。
～おしまい (おわり),はい、承知いたしました。「～おしまい (おわり)」を使った、一般的で自然な短い例文を1つ作成します。  **例文：**  「今日の練習はおしまい！」
しみじみ,故郷の風景を眺めていると、しみじみと懐かしい気持ちになった。
氏名,申込用紙に**氏名**と住所をご記入ください。
締切,レポートの締切は明日です。
締め切る,応募は本日で締め切ります。
しめた (かん),やった！試験範囲、**しめた**ぞ！
地面,地面に落ちたハンカチを拾った。
～車,駅前にタクシー車が何台か停まっている。
～者,私は猫好きの**者**です。
～社,「A社は新しいスマートフォンを発表した。」
ジャーナリスト,事件について、ジャーナリストが詳細な記事を書いた。
社会科学,彼は大学で社会科学を専攻している。
しゃがむ,ボールを拾うために、しゃがんだ。
蛇口,蛇口をひねって手を洗った。
弱点,彼の弱点は、プレッシャーに弱いところだ。
車庫,新しい車を買ったので、車庫を整理しないと。
車掌,**例文：**  「車掌さんが切符を確認しています。」
写生,休日は公園で写生をするのが好きだ。
社説,新聞の**社説**は、その新聞社の公式見解を表明するものです。
しゃっくり,急にしゃっくりが止まらなくなった。
シャッター,お店のシャッターが閉まっている。
しゃぶる,赤ちゃんがおしゃぶりをしゃぶっている。
車輪,そのおもちゃの車は、車輪が一つ外れていた。
洒落,彼の話はいつも洒落が利いていて面白い。
じゃんけん,どっちがアイスを買うか、**じゃんけん**で決めよう！
～手,すみません、手が離せません。
～酒,夕食は熱燗で日本酒を飲もう。
～集,「この街のイベント情報集は役に立つ。」
重～,重工業は国の経済を支えている。
集会,明日の午後に自治会の集会があります。
集金,今月分の家賃を集金に伺います。
集合,明日の朝、駅前に8時集合です。
習字,小学校の授業で習字の時間があります。
修繕,古くなった家を修繕することにした。
じゅうたん (カーペット),新しいじゅうたんを敷いたら、部屋が明るくなった。
終点,このバスの終点は東京駅です。
重点,今年の営業戦略は、顧客満足度向上に重点を置いています。
リズム,音楽に合わせてリズムを取る。
リットル,牛乳を1リットル買ってきて。
リボン,プレゼントには赤いリボンが結ばれていた。
略す,「株式会社」は「（株）」と略すことができます。
～流,私の料理は完全に我流だ。
流域,この川の流域は、豊かな自然に恵まれている。
両～,両親に感謝します。
～料,入場料は無料です。
～領,その国は広大な森林領を持っている。
両側,道路の両側に桜並木が続いている。
漁師,その**漁師**は、毎朝早くから海に出る。
領事,パスポートを紛失したので、領事館に相談に行った。
領収,お預かりした金額を領収いたしました。
～力,このゲームは集中力が必要だ。
臨時,**臨時休業のお知らせが出ている。**
留守番,今日は私が留守番だよ。
零点,期末試験で零点を取ってしまった。
冷凍,夕飯用に冷凍しておいたハンバーグを解凍する。
レインコート,急な雨に備えて、レインコートをカバンに入れておこう。
レクリェーション,週末は家族で公園に行って、レクリエーションを楽しんだ。
レジャー,週末は家族でレジャーに出かける予定です。
列島,日本は南北に長い列島である。
リポート,明日の会議で、進捗状況をリポートします。
煉瓦,このカフェは煉瓦造りの外観が特徴です。
連合,労働組合の連合が、賃上げを要求した。
レンズ,メガネのレンズを拭いたら、視界がクリアになった。
ろうそく,暗い部屋にろうそくを灯した。
ローマ字,この名前はローマ字でどう書きますか？
録音,会議の内容を録音しておきましょう。
ロッカー,部活の道具をロッカーにしまった。
ロビー,ホテルの一階のロビーで待ち合わせしましょう。
～論,環境保護論は、今後の社会にとって重要なテーマだ。
論ずる,この問題については、様々な角度から論ずる必要がある。
和～,この部屋は和モダンな雰囲気で落ち着く。
～羽,庭に二羽の鳥が遊びに来た。
和英,「和英辞典で調べてみよう。」
我～,我ながら、よくやったと思う。
若々しい,彼女は60代には見えないほど、若々しい。
詫びる,ご迷惑をおかけして申し訳ございません。深くお詫び申し上げます。
和服,彼女は成人式で美しい和服を着ていた。
割合に,このレストラン、値段の**割合に**美味しいね。
割算,この問題は割算で解けます。
割と,このカフェ、割と落ち着ける雰囲気で好き。
割引,この商品は、今なら20%割引です。
ワンピース,今日、新しいワンピースを着て出かけよう。
アイデア; アイディア,新しい商品のアイデアをいくつか提案させてください。
あいまい,その説明は少しあいまいだったので、よく理解できませんでした。
扇ぐ,暑いので、うちわで扇ぐ。
青白い,インフルエンザで熱が出た彼は、青白い顔をしていた。
呆れる,彼の言い訳には呆れてものが言えなかった。
アクセント,彼の英語は少しフランス語のアクセントがある。
あくび,会議が退屈で、思わずあくびが出てしまった。
飽くまで,飽くまで自分の意見を主張するつもりです。
明くる～,明くる朝、彼はいつものように散歩に出かけた。
明け方,明け方、鳥のさえずりで目が覚めた。
憧れる,都会での生活に憧れる。
朝寝坊,明日は大事な会議があるから、朝寝坊しないように気をつけよう。
足跡,雪の上に動物の足跡が残っていた。
足元,足元にお気をつけください。
味わう,このワインは香りを**味わう**と、さらに美味しくなります。
あちらこちら,会場には人があちらこちらに立っていて、賑やかだった。
厚かましい,あいつ、人の家に来てご飯まで食べていくなんて、厚かましいな。
圧縮,ファイルを圧縮して、メールで送ります。
宛名,宛名は、山田太郎様と書いてください。
当てはまる,この条件に当てはまる人はいますか？
当てはめる,この図形に、この部品を当てはめてください。
暴れる,酔っ払いが道で暴れていた。
あぶる,軽くあぶったイカは、香ばしくておいしい。
あふれる,会場には、喜びがあふれていた。
雨戸,台風が近づいているので、雨戸を閉めた。
甘やかす,子供を甘やかすとわがままになる。
余る,ケーキが少し余ったので、明日食べよう。
編み物,冬の寒さに備えて、母がセーターを編み物してくれた。
編む,セーターを編む。
危うい,その橋は老朽化していて、今にも崩れそうで危うい。
怪しい,その男の行動はどこか怪しい。
荒い,波が荒い。
粗い,このセーターは、生地が**粗い**。
粗筋,映画の粗筋を読んで、面白そうだったので見に行った。
改めて,改めて、お礼を申し上げます。
改める,服装を改める。
有難い,ご親切に教えていただき、**有難い**です。
あれこれ,旅行の準備で、あれこれ必要なものをリストアップしている。
荒れる,海が荒れると、船が出なくなる。
慌ただしい,年末は何かと慌ただしい。
安易,安易な考えで行動すると、後で後悔することになるよ。
アンテナ,新しいスマホは感度が良く、アンテナが立つのも早い。
～位,彼はクラスでいつも3位くらいだ。
言い出す,彼が最初に離婚を言い出した。
言い付ける,母は私に「宿題を早く終わらせなさい」と**言い付けた**。
意義,このボランティア活動は、社会的に大きな意義がある。
生き生き,子供たちは公園で生き生きと遊んでいる。
いきなり,雨が**いきなり**降り出した。
幾～,幾日も雨が降り続いている。
育児,育児は大変だけど、子どもの成長が何よりの喜びです。
幾分,今日は昨日より幾分涼しい。
生け花,玄関に飾られた生け花が、お客様を迎える。
以後,承知いたしました。以後気をつけます。
以降,明日以降、連絡が遅れるかもしれません。
イコール,5足す5はイコール10です。
勇ましい,彼は**勇ましい**声で応援団を率いた。
衣食住,現代社会では、衣食住の質を向上させることが生活の満足度を高める上で重要だ。
～いち (にほんいち),うちの店は、新鮮な魚介の品揃えが日本一です。
いちいち,「彼は細かいことをいちいち気にする。」
一応,一応、傘を持って行った方がいいよ。
一段と,今日の夕焼けは一段と綺麗だった。
一流,彼は一流のシェフだ。
一昨年,一昨年、北海道へ旅行に行きました。
一斉,運動会のピストルの合図で、子供たちが一斉に走り出した。
一旦,一旦、席を外します。
一定,この部屋は、年間を通して気温が一定に保たれている。
行っていらっしゃい,毎朝、子どもを送り出すとき、「行っていらっしゃい」と言う。
行ってらっしゃい,A: じゃあ、行ってきます！ B: 行ってらっしゃい！気をつけてね。
いってまいります,「いってまいります！午後には戻ります。」
いってきます,はい、行ってきます。
移転,本社は来月、新しいオフィスに移転します。
井戸,庭に井戸があるので、夏でも冷たい水が飲めます。
緯度,この都市は、緯度が高いので冬はとても寒いです。
威張る,彼は少しでも良いことがあると、すぐに威張るから困る。
嫌がる,うちの子は、野菜を嫌がる。
いよいよ,いよいよ明日、運動会だ。
煎る,彼はコーヒー豆を自分で煎るのが好きだ。
炒る,フライパンでゴマを炒る。
入れ物,このお弁当箱は、可愛い入れ物だけど、ちょっと小さいかな。
インキ,万年筆のインキが切れてしまった。
引力,リンゴが木から落ちるのは、地球の引力によるものです。
ウーマン,その映画は、一人のウーマンが困難を乗り越えて成功する物語だ。
ウール,このセーターはウールでできているので、とても暖かい。
ウエートレス,カフェでウエートレスが笑顔で注文を取りに来てくれた。
植木,庭に植木を植えて、少しずつ緑を増やしていくのが楽しみです。
飢える,彼は何日も食べていないので、飢えている。
浮ぶ,空に白い雲が浮んでいる。
浮かべる,空に白い雲がいくつか浮かんでいる。
浮く,この油は水に浮く。
承る,かしこまりました。ご注文を承ります。
受取,お荷物の受取は、玄関先でお願いします。
受け持つ,私はこのクラスを一年間受け持ちます。
薄暗い,カフェの中は**薄暗い**照明で落ち着いた雰囲気だった。
薄める,ジュースを水で薄める。
打合せ,明日の**打合せ**、14時からでよろしいでしょうか？
打ち消す,彼の発言は、これまでの努力をすべて打ち消すものだった。
うどん,今日の昼食はうどんにしよう。
うなずく,彼は黙って私の話を聞き、時々うなずいていた。
敬う,先生を敬う気持ちを忘れないようにしよう。
裏返す,パンケーキが焦げ付かないように、裏返した。
裏口,コンサートのチケットを裏口から手に入れた。
占う,今日の運勢を占ってもらった。
恨み,彼は過去の出来事をまだ恨んでいるようだ。
恨む,彼を恨む気持ちは今でも消えない。
羨む,彼女の才能を羨む。
売上,先月の売上は目標を大きく上回った。
売り切れ,すみません、その商品は売り切れです。
売り切れる,そのケーキは人気すぎて、いつも夕方には売り切れてしまう。
売行き,新商品の売行きは好調だ。
うろうろ,彼は落ち着きなく部屋の中をうろうろしていた。
上～,机の上にご飯があるよ。
運河,ベネチアは運河の街として有名です。
うんと,「うんと考えて、やっぱりこっちの道を選んだ。」
英文,この手紙は**英文**で書かれています。
英和,この辞書は**英和**と和英の両方が引けるので便利です。
ええと,ええと、明日の待ち合わせ場所はどこだったっけ？
液体,醤油は液体の調味料です。
エチケット,くしゃみをする時は、エチケットとして口を手で覆いましょう。
絵の具,子どもたちは、楽しそうに絵の具で絵を描いていた。
エプロン,料理をするときは、エプロンを着るようにしています。
偉い,宿題をきちんと済ませるなんて、偉いね。
～園,うちの子は来年から保育園に通う予定です。
宴会,明日は会社の宴会がある。
園芸,週末は園芸を楽しんでいます。
演劇,週末は友人と一緒に演劇を観に行く予定です。
円周,この池の円周は約100メートルです。
遠足,明日は小学校の遠足で、動物園に行くのが楽しみだ。
延長,会議の**延長**は避けられないでしょう。
煙突,冬の夜空に、煙突から白い煙が立ち上っていた。
追いかける,犬がボールを追いかける。
追い越す,前の車を追い越した。
オイル,車のオイル交換をしないと。
王女,おとぎ話では、王女様はいつも美しい。
応ずる,相手の挑発には応ずるな。
応接,お客様を応接室でお待ちください。
応対,お客様への応対は丁寧に行いましょう。
往復,切符は往復で買いました。
欧米,彼は**欧米**の文化に強い関心を持っている。
応用,この理論を現実に**応用**するのは難しい。
電波,この辺りは少し電波が悪い。
テンポ,この曲はテンポが速くて、踊りやすいね。
電流,回路に電流が流れる。
電力,この地域は電力の供給が不安定だ。
問い合わせ,ご不明な点がございましたら、お気軽にお問い合わせください。
～頭,今日は三頭の牛が放牧されているのを見た。
～等,参加者には、飲み物等を用意します。
～島,沖縄本島は、美しいビーチで有名です。
銅,このやかんは銅でできている。
同～,同意見です。
～道,この道は、いつも通る道です。
どういたしまして (かん),「お礼なんて、どういたしまして（かん）。」
統一,ヨーロッパの通貨はユーロに統一された。
同格,山田さん、私の友人**であり、**同僚**でもある**人が、そのプロジェクトのリーダーに選ばれました。
峠,長い上り坂を終え、ようやく峠にたどり着いた。
統計,この地域は、犯罪の統計が比較的低い。
動作,ロボットの**動作**がぎこちない。
東西,**東西の文化交流が盛んになった。**
当日,当日は、時間に余裕を持って会場にお越しください。
投書,新聞の投書欄に意見を送った。
登場,ヒーローが颯爽と登場した。
どうせ,どうせ雨だから、出かけるのはやめよう。
灯台,沖を航行する船は、灯台の光を頼りに港へ向かった。
盗難,この地域では自転車の盗難が多いので、鍵をしっかりかけるようにしましょう。
当番,明日の掃除は私の当番だ。
等分,ケーキを3人で等分する。
透明,このグラスは透明で、水の色がよく見える。
灯油,寒い冬には、ストーブの灯油が欠かせない。
童話,この絵本は、子供向けの童話です。
～通り,説明書の通りに組み立ててください。
通り掛かる,近所の公園を通り掛かったら、楽しそうな音楽が聞こえてきた。
溶かす,バターをフライパンで溶かす。
尖る,彼は批判されると、すぐに態度が尖る。
どきどき,初めてのデートで、待ち合わせ場所に向かう途中、胸がどきどきした。
特殊,このケーキは特別な材料を使っているので、少し特殊な味がします。
特色,このホテルは、温泉と地元の食材を使った料理が特色です。
特定,容疑者を特定するには時間がかかるだろう。
特売,今日のスーパーは卵が特売だよ。
溶け込む,新しい環境に溶け込むには時間がかかる。
退ける,邪魔なものを退ける。
床の間,客間には、掛け軸がかかった床の間があった。
～ところ,ちょうど今、ご飯を食べ終わった**ところ**です。
所々,道には雪が所々残っていた。
都心,都心では地価が高い。
戸棚,戸棚からお皿を出して。
とっくに,宿題はとっくに終わったよ。
どっと,疲労がどっと出た。
整う,サウナに入って、心身ともに整った。
留まる,ここに留まって待っていてください。
怒鳴る,彼は腹を立てて、部下を怒鳴った。
殿,山田殿、こちら書類をご確認ください。
飛び込む,プールに飛び込むのが好きだ。
ともかく,ともかく、やってみよう。
捕える,警察は犯人を**捕えた**。
取り入れる,新しい技術を積極的に取り入れる。
取り消す,予約を取り消す。
取り出す,財布からクレジットカードを取り出す。
採る,アンケートで意見を採る。
捕る,魚を捕る。
丼,今日のお昼はカツ丼にしよう。
～内,**明日中に**ご連絡いたします。
内科,風邪気味なので、明日内科を受診しようと思っています。
内線,山田さんの内線番号は何番ですか？
ナイロン,この靴下はナイロン製で丈夫だ。
長～,長～い行列ができていた。
仲直り,喧嘩したけど、すぐに仲直りした。
長引く,風邪がなかなか治らず、長引いている。
中指,彼は不満げに中指を立てた。
仲良し,私たちはとても仲良しです。
慰める,彼女は悲しんでいる友達を慰めた。
為す,彼は何も為すことなく一日を終えた。
謎謎,この謎謎、どうしても解けない！
傾らか,坂が傾らかで、歩きやすい。
懐かしい,小学校の校庭を通ると、懐かしい気持ちになった。
撫でる,猫の背中を撫でる。
斜め,写真が少し斜めになっているよ。
なにしろ,なにしろ初めての海外旅行なので、いろいろ不安です。
何々,「何々、それ面白そうだね。」
何分,あと何分で着きますか？
生意気,彼はまだ子供なのに、口答えばかりして生意気だ。
並木,春には、この並木の下を散歩するのが楽しみだ。
倣う,彼は先生の指示に**倣って**絵を描いた。
南極,南極は氷に覆われた大陸です。
なんとなく,今日はなんとなく気分が乗らない。
なんとも,この映画、評判は良いけど、私にはなんとも響かなかった。
ナンバー,この席は2番のナンバーが振られています。
南米,来年、南米を旅行するのが夢です。
南北,その道路は南北に走っている。
匂う,この花、すごく匂うね。
逃がす,せっかく捕まえた虫を、逃がしてしまった。
憎い,あいつの嘘をつくところが憎い。
～難い,理解し難い説明だった。
憎む,彼は嘘をつく人を憎む。
憎らしい,宿題を全部やってこなかった弟が、ゲームだけは上手くて憎らしい。
にこにこ,赤ちゃんがにこにこ笑っている。
濁る,雨が降って川の水が濁った。
虹,雨上がりの空に虹がかかった。
日時,会議の**日時**が決まりましたら、お知らせします。
日用品,近所のドラッグストアで日用品を買ってきた。
日課,毎朝のジョギングは、私にとって大切な日課です。
日程,**例文:**  *   **日程**が決まり次第、ご連絡します。
鈍い,この包丁、全然切れない。**鈍い**なあ。
入社,彼は4月1日に入社しました。
女房,うちの女房は料理が上手なんです。
睨む,彼は不審な男を**睨んだ**。
俄,空模様が急に変わり、俄雨が降り出した。
縫う,ボタンが取れたので、自分で縫うことにした。
ねじ,この棚はねじが緩んでガタガタする。
捩る,雑巾を**捩って**水を絞る。
ネックレス,彼女はプレゼントにもらったネックレスをとても大切にしている。
熱する,フライパンを強火で熱する。
寝間着,旅行に持って行く寝間着をまだ用意していない。
寝巻,旅行に持っていく寝巻を準備した。
狙い,彼の狙いは、試験で高得点を取ることだ。
狙う,彼は優勝を狙っている。
～年生,私は小学6年生です。
年度,新年度の目標を設定しました。
農産物,この地域は、新鮮な農産物が豊富です。
農村,**農村**では、新鮮な野菜や果物が手に入りやすい。
濃度,この洗剤は濃度が濃いので、薄めて使ってください。
農薬,畑には、害虫駆除のために農薬が散布された。
能率,新しいシステムのおかげで、作業の能率が上がった。
のこぎり,大工さんが**のこぎり**で木材を切っている。
残らず,参加者全員が残らずプレゼントを受け取りました。
上り,**例文：**  「東京行きの**上り**電車は、間もなく発車します。」
糊,封筒に糊を塗って手紙を閉じた。
乗換,新宿駅で山手線に乗り換えます。
乗り越し,切符を**乗り越し**たので、精算機で料金を払った。
のろのろ,渋滞で車がのろのろ進んでいる。
呑気,彼はいつも呑気だから、あまり心配事がないようだ。
はい (かん),はい、喜んで承ります。
灰色,空はどんよりと灰色だった。
俳句,彼女は旅先で見た景色を俳句にした。
売店,学校の売店でパンを買った。
バイバイ,じゃあ、また明日ね。バイバイ！
売買,この土地の売買は難航している。
這う,赤ちゃんが床を這っている。
剥す,みかんの皮を剥す。
ばからしい,そんなこと気にするなんて、ばからしいよ。
秤,八百屋でリンゴを秤に乗せて量ってもらった。
吐き気,電車の中で、人の匂いで吐き気がした。
はきはき,彼は**はきはき**と答えて、とても感じが良かった。
～泊,東京に2泊3日で行きます。
歯車,社会の歯車として、日々働いている。
バケツ,庭で使うために、バケツに水を汲んだ。
挟まる,ドアに指が挟まって痛かった。
挟む,本に栞を挟む。
梯子,屋根に上るために、梯子をかけた。
始めに,始めに、自己紹介をさせてください。
初めに,初めに、自己紹介をさせてください。
はじめまして,はじめまして、田中と申します。
斜,ポスターが少し斜めに貼られている。
パターン,この壁紙の模様は、繰り返しのパターンが美しい。
肌着,今日は寒いから、肌着を着ていった方がいいよ。
果して,果たして、彼は約束を守るだろうか。
鉢,庭に新しい花の鉢を置いた。
～発,東京駅10時発の新幹線に乗ります。
×,この問題は×（ばつ）だ。
発揮,彼はリーダーシップを発揮してチームを成功に導いた。
バック,忘れ物をしたので、一度家にバックします。
発想,新しいプロジェクトに向けて、斬新な発想が求められている。
発電,太陽光発電は、再生可能エネルギーとして注目されている。
発売,新しいゲームが明日発売されます。
話合い,今回のプロジェクトの進め方について、明日話合いましょう。
話し掛ける,道に迷っている人に**話し掛け**て、道を教えてあげた。
話中,すみません、今電話が話中です。
甚だしい,彼の遅刻は甚だしい。
花火,夏の夜空に花火が咲いた。
花嫁,結婚式で花嫁は白いウェディングドレスを着ていた。
ばね,この椅子の座面にはばねが入っていて、座り心地が良い。
跳ねる,ボールが勢いよく跳ねる。
破片,花瓶が割れて、破片が散らばった。
歯磨き,朝起きたらまず歯磨きをする。
はめる,指輪を指にはめる。
早口,彼は早口でまくし立てるので、何を言っているのかよくわからない。
払い込む,参加費は期日までに銀行口座に払い込んでください。
払い戻す,キャンセル料は**払い戻されます**。
針金,庭の柵が壊れたので、針金で応急処置をした。
張り切る,明日の運動会、張り切って応援するぞ！
反～,反政府デモが起きた。
反映,アンケートの結果が、新商品の開発に反映される予定です。
半径,この円の半径は5センチです。
判子,ここに判子をお願いします。
万歳,サッカー日本代表、ワールドカップ出場決定！万歳！
判事,その事件は、判事によって審理された。
番地,すみません、こちらの封筒に番地を書いていただけますか？
パンツ,今日は暑いから、家ではリラックスしてパンツで過ごそう。
バンド,彼らは地元のライブハウスでバンドを組んで活動している。
半島,その半島は、豊かな自然に恵まれている。
ハンドル,この自転車、ハンドルのグリップが滑るんだよね。
～番目,彼はクラスで3番目に背が高い。
非～,今日は非通知の電話が多かった。
～費,出張費は会社が負担します。
日当たり,この部屋は**日当たり**が良くて暖かい。
日帰り,週末は箱根に**日帰り**で行ってきた。
比較的,今日の天気は昨日と比べて比較的暖かい。
日陰,公園のベンチは、日陰で涼しかった。
ぴかぴか,新品の靴を磨いたら、ぴかぴかになった。
引受る,その仕事、私が引受けましょう。
引き返す,雨が強くなってきたので、引き返すことにした。
引算,この問題は足し算ではなく、引算で解く必要があります。
引き出す,銀行でお金を引き出す。
引き止める,「彼女は転職すると言ったが、上司は給料を上げて**引き止めた**。」
卑怯,あの手を使うなんて、彼は卑怯だ。
引分け,今日の試合は、両チームとも譲らず引分けに終わった。
陽射,窓から差し込む陽射しが暖かい。
肘,彼はテーブルに肘をついて考え事をしていた。
ピストル,彼は護身用にピストルを所持していた。
ビタミン,風邪をひかないように、毎日ビタミンを摂るようにしています。
ぴたり,鍵が鍵穴にぴたりと合った。
引っ掛かる,道端の石に引っ掛かって転びそうになった。
筆記,講義中は**筆記**に集中してください。
引っ繰り返す,子どもたちは興奮して、積み木を引っ繰り返して遊んでいた。
引っ繰り返る,突然の地震で、棚が引っ繰り返った。
引っ込む,人が来たので、奥に引っ込んだ。
筆者,筆者は、この小説で人間の心の奥深さを描こうとしている。
必需品,マスクは外出時の必需品となった。
一～,一昨日、熱を出しました。
人差指,地図を人差指で指して、場所を説明した。
一通り,説明書は一通り読んだ。
人通り,この時間帯は人通りが少ないね。
ひとまず,ひとまず、これで休憩しましょう。
瞳,彼女の瞳は、吸い込まれるように美しかった。
一休み,疲れたから、ここで一休みしよう。
独り言,「また忘れ物か…」と彼は**独り言**を呟いた。
ひとりでに,ドアがひとりでに開いた。
ビニール,買ったパンをビニール袋に入れて持ち帰った。
皮肉,「雨の中、傘を忘れるなんて、全く皮肉な話だ。」
日日,日日、同じことの繰り返しで退屈だ。
捻る,蛇口を捻って水を出す。
日の入り,今日の日の入りはとてもきれいだった。
日の出,明日は早起きして、日の出を見に行こう。
響き,その曲の優しい響きが心に染み渡った。
響く,彼の言葉は、私の心に深く響いた。
皮膚,日焼け止めは**皮膚**を守るために重要です。
ひゃっかじてん,宿題で調べ物をするために、**ひゃっかじてん**を開いた。
美容,美容のために、毎日パックをしています。
～病,彼は重度の花粉症で、春は外出するのが憂鬱な「花粉症病」だ。
表紙,この本の表紙のデザインがとても素敵ですね。
標識,この道路には動物注意の標識がある。
標準,この学校の制服は、黒いズボンが標準です。
標本,この川の水の標本を採取して、水質検査を行います。
評論,この映画の評論は賛否両論だった。
ビルディング,あのビルディングは、この辺りで一番高い。
昼寝,今日は暑かったので、午後に少し昼寝をしました。
広さ,この部屋は、見た目よりも広さがあるね。
広場,**例文：**  「駅前の広場で待ち合わせよう。」
広々,この部屋は広々としていて気持ちがいい。
ピンク,彼女はピンクのワンピースを着ていた。
便箋,祖母に、便箋に手紙を書きました。
瓶詰,自家製のジャムを瓶詰にする。
～部,私は野球部です。
ファスナー,上着のファスナーが壊れてしまった。
～風,今日の夕食は和風パスタにしよう。
風船,子供たちが風船を持って公園で遊んでいる。
不運,今日はなんだか不運な日だ。
不規則,彼の生活は、食事の時間も睡眠時間も**不規則**だ。
普及,スマートフォンの普及により、情報へのアクセスが容易になった。
付近,駅付近にコンビニがいくつかあります。
副～,副社長が会議を仕切った。
副詞,彼は**ゆっくり**と歩いた。
複写,この書類を一部**複写**してください。
複数,複数人で旅行に行く予定です。
膨らます,風船を膨らます。
膨らむ,パン生地が膨らむ。
