word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
鬼,節分には、豆をまいて鬼を追い払う。,N3,1885,4266,4,"節分, まい, 鬼, 追い払う","節分, に, は, 、, 豆, を, まい, て, 鬼, を, 追い払う, 。",おに,"ogre, demon, 'it' (e.g.,in a game of tag)"
蒸す,今日は湿度が高くて、まるで蒸し風呂の中にいるみたいだ。,N3,2385,4267,4,"高く, 蒸し風呂, いる, みたい","今日, は, 湿度, が, 高く, て, 、, まるで, 蒸し風呂, の, 中, に, いる, みたい, だ, 。",むす,"to steam, to poultice, to be sultry"
燃える,夕焼けが空を燃えるように染めた。,N3,2412,4268,4,"夕焼け, 燃える, よう, 染め","夕焼け, が, 空, を, 燃える, よう, に, 染め, た, 。",もえる,to burn
目的,大学進学の目的は、専門知識を深めることです。,N3,2413,4269,4,"目的, 深める, こと, です","大学, 進学, の, 目的, は, 、, 専門, 知識, を, 深める, こと, です, 。",もくてき,"purpose, goal, aim"
広げる,地図を広げて、目的地を探した。,N3,3174,4270,2,"広げ, 探し","地図, を, 広げ, て, 、, 目的, 地, を, 探し, た, 。",ひろげる,"to spread, to extend, to expand, to enlarge"
役割,彼はチームで重要な役割を果たしている。,N3,2439,4271,4,"チーム, 役割, 果たし, いる","彼, は, チーム, で, 重要, な, 役割, を, 果たし, て, いる, 。",やくわり,"assigning (allotment of) parts, role, duties"
躾,子供の躾は、親の重要な役割だ。,N1,7093,4272,1,躾,"子供, の, 躾, は, 、, 親, の, 重要, な, 役割, だ, 。",しつけ,"discipline, training"
理想,彼女は理想の結婚相手を見つけたと喜んでいる。,N3,2509,4273,4,"理想, 見つけ, 喜ん, いる","彼女, は, 理想, の, 結婚, 相手, を, 見つけ, た, と, 喜ん, で, いる, 。",りそう,ideal
例外,この規則には例外がいくつかあります。,N3,2519,4274,4,"例外, いく, あり, ます","この, 規則, に, は, 例外, が, いく, つ, か, あり, ます, 。",れいがい,exception
連想,その音楽を聴くと、故郷の風景が連想される。,N3,2525,4275,4,"聴く, 風景, 連想, れる","その, 音楽, を, 聴く, と, 、, 故郷, の, 風景, が, 連想, さ, れる, 。",れんそう,"association (of ideas), suggestion"
連続,雨が３日連続で降っている。,N3,2526,4276,4,"３, 連続, 降っ, いる","雨, が, ３, 日, 連続, で, 降っ, て, いる, 。",れんぞく,"consecutive, continuity, continuing"
論争,その政策を巡って、社内で激しい論争が起きた。,N3,2531,4277,4,"巡っ, 社内, 論争, 起き","その, 政策, を, 巡っ, て, 、, 社内, で, 激しい, 論争, が, 起き, た, 。",ろんそう,"controversy, dispute"
別れ,彼との別れは、私にとって大きな転機だった。,N3,2536,4278,4,"別れ, とっ, 転機, だっ","彼, と, の, 別れ, は, 、, 私, に, とっ, て, 大きな, 転機, だっ, た, 。",わかれ,"parting, separation, farewell"
惜しむ,別れを惜しむ。,N1,5868,4279,1,惜しむ,"別れ, を, 惜しむ, 。",おしむ,"to be frugal, to value, to regret"
未練,別れた恋人に、まだ少し未練がある。,N1,7496,4280,2,"未練, ある","別れ, た, 恋人, に, 、, まだ, 少し, 未練, が, ある, 。",みれん,"lingering affection, attachment, regret(s)"
僅か,今日の売り上げは**僅か**しかなかった。,N3,2542,4281,4,"売り上げ, 僅か, しか, なかっ","今日, の, 売り上げ, は, *, *, 僅か, *, *, しか, なかっ, た, 。",わずか,"only, merely, a little"
一帯,この地域一帯は、桜の名所として知られています。,N3,2565,4282,4,"一帯, 名所, 知ら, ます","この, 地域, 一帯, は, 、, 桜, の, 名所, と, し, て, 知ら, れ, て, い, ます, 。",いったい,"a region, the whole place"
縁,この出会いを縁として、今後ともよろしくお願いします。,N3,2571,4283,4,"縁, とも, よろしく, ます","この, 出会い, を, 縁, と, し, て, 、, 今後, とも, よろしく, お, 願い, し, ます, 。",えん,"chance, tie, relationship"
驚き,彼の突然の帰国に、私は驚きを隠せなかった。,N3,2576,4284,4,"帰国, 驚き, 隠せ, なかっ","彼, の, 突然, の, 帰国, に, 、, 私, は, 驚き, を, 隠せ, なかっ, た, 。",おどろき,"surprise, astonishment, wonder"
～観,最近、死生観について考える時間が増えた。,N3,2589,4285,4,"死生, 観, つい, 増え","最近, 、, 死生, 観, に, つい, て, 考える, 時間, が, 増え, た, 。",かん,"feeling, view"
前進,困難を乗り越えて、私たちは前進し続けた。,N3,2651,4286,4,"乗り越え, たち, 前進, 続け","困難, を, 乗り越え, て, 、, 私, たち, は, 前進, し, 続け, た, 。",ぜんしん,"advance, drive, progress"
指令,隊長から「前進！」の指令が出た。,N1,6533,4287,3,"隊長, から, 指令","隊長, から, 「, 前進, ！, 」, の, 指令, が, 出, た, 。",しれい,"orders, instructions, directive"
そっと,赤ちゃんが寝ているので、そっとドアを閉めた。,N3,2672,4288,4,"寝, いる, そっと, 閉め","赤ちゃん, が, 寝, て, いる, の, で, 、, そっと, ドア, を, 閉め, た, 。",そっと,"softly, gently"
大気,今日の東京の大気は澄んでいる。,N3,2701,4289,4,"東京, 大気, 澄ん, いる","今日, の, 東京, の, 大気, は, 澄ん, で, いる, 。",たいき,atmosphere
退屈,この映画、退屈で眠くなっちゃった。,N3,2703,4290,4,"退屈, 眠く, なっ, ちゃっ","この, 映画, 、, 退屈, で, 眠く, なっ, ちゃっ, た, 。",たいくつ,"tedium, boring"
日日,日日、同じことの繰り返しで退屈だ。,N2,4712,4291,3,"日日, こと, 繰り返し","日日, 、, 同じ, こと, の, 繰り返し, で, 退屈, だ, 。",ひにち,date
平ら,道が**平ら**なので、歩きやすいです。,N3,2723,4292,4,"平ら, 歩き, やすい, です","道, が, *, *, 平ら, *, *, な, の, で, 、, 歩き, やすい, です, 。",たいら,"flatness, level, smooth"
ダンス,週末は友達とクラブでダンスをする予定です。,N3,2784,4293,4,"週末, クラブ, ダンス, です","週末, は, 友達, と, クラブ, で, ダンス, を, する, 予定, です, 。",ダンス,dance
違い,この二つの絵には、いくつか違いがあります。,N3,2796,4294,4,"いく, 違い, あり, ます","この, 二, つ, の, 絵, に, は, 、, いく, つ, か, 違い, が, あり, ます, 。",ちがい,"difference, discrepancy"
違いない,今日は雨が降るに違いない。,N3,2797,4295,0,,"今日, は, 雨, が, 降る, に, 違い, ない, 。",ちがいない,"(phrase) sure, no mistaking it, for certain"
中学,息子は今年から**中学**生になります。,N3,2813,4296,4,"から, 中学, なり, ます","息子, は, 今年, から, *, *, 中学, *, *, 生, に, なり, ます, 。",ちゅうがく,"middle school, junior high school"
注文,すみません、**注文**をお願いします。,N3,2820,4297,4,"すみ, ませ, 注文, ます","すみ, ませ, ん, 、, *, *, 注文, *, *, を, お, 願い, し, ます, 。",ちゅうもん,"order, request"
レギュラー,彼はいつもレギュラーコーヒーを注文する。,N1,7729,4298,1,レギュラー,"彼, は, いつ, も, レギュラー, コーヒー, を, 注文, する, 。",レギュラー,regular
次々,注文が次々と入ってきた。,N3,2845,4299,2,"次々, 入っ","注文, が, 次々, と, 入っ, て, き, た, 。",つぎつぎ,"in succession, one by one"
お待たせしました,「お待たせしました。ご注文の品です。」,N2,3783,4300,3,"待た, まし, です","「, お, 待た, せ, し, まし, た, 。, ご, 注文, の, 品, です, 。, 」",おまたせしました,Sorry to have kept you waiting
銘々,飲み物は銘々好きなものを注文してください。,N2,4931,4301,3,"銘々, もの, ください","飲み物, は, 銘々, 好き, な, もの, を, 注文, し, て, ください, 。",めいめい,"each, individual"
ちょうだい,「ねえ、そのクッキー、一口ちょうだい？」,N3,2825,4302,4,"ねえ, クッキー, 一口, ちょうだい","「, ねえ, 、, その, クッキー, 、, 一口, ちょうだい, ？, 」",ちょうだい,-- colloquial form of ください; typically used by children or women --
貯金,将来のために、少しずつ貯金をしています。,N3,2826,4303,4,"ため, ずつ, 貯金, ます","将来, の, ため, に, 、, 少し, ずつ, 貯金, を, し, て, い, ます, 。",ちょきん,(bank) savings
増やす,貯金を増やす。,N3,3218,4304,1,増やす,"貯金, を, 増やす, 。",ふやす,"to increase (v.t.), to add to"
尽きる,貯金が尽きてしまった。,N1,6934,4305,2,"尽き, しまっ","貯金, が, 尽き, て, しまっ, た, 。",つきる,"to be used up, to be run out"
減る,貯金が少しずつ減っている。,N3,3239,4306,3,"ずつ, 減っ, いる","貯金, が, 少し, ずつ, 減っ, て, いる, 。",へる,"to decrease (in size or number), to diminish"
直接,彼に直接聞いてみるのが一番早いでしょう。,N3,2827,4307,4,"直接, 聞い, みる, でしょう","彼, に, 直接, 聞い, て, みる, の, が, 一番, 早い, でしょう, 。",ちょくせつ,"direct, immediate, firsthand"
通貨,旅行先では、現地の通貨を用意しておくと便利です。,N3,2833,4308,4,"現地, 通貨, おく, です","旅行, 先, で, は, 、, 現地, の, 通貨, を, 用意, し, て, おく, と, 便利, です, 。",つうか,currency
統一,ヨーロッパの通貨はユーロに統一された。,N2,4496,4309,2,"ユーロ, 統一","ヨーロッパ, の, 通貨, は, ユーロ, に, 統一, さ, れ, た, 。",とういつ,"unity, consolidation, uniformity"
通勤,毎日の通勤は大変だけど、頑張って会社に行きます。,N3,2835,4310,4,"通勤, けど, 頑張っ, ます","毎日, の, 通勤, は, 大変, だ, けど, 、, 頑張っ, て, 会社, に, 行き, ます, 。",つうきん,commuting to work
普段,私は普段、電車で通勤しています。,N3,3206,4311,2,"普段, ます","私, は, 普段, 、, 電車, で, 通勤, し, て, い, ます, 。",ふだん,"in everyday situations, usually, ordinarily"
私鉄,通勤に毎日、私鉄を利用しています。,N2,4255,4312,2,"私鉄, ます","通勤, に, 毎日, 、, 私鉄, を, 利用, し, て, い, ます, 。",してつ,private railway
過密,通勤ラッシュ時の電車は**過密**状態だ。,N1,6039,4313,3,"ラッシュ, 時, 過密","通勤, ラッシュ, 時, の, 電車, は, *, *, 過密, *, *, 状態, だ, 。",かみつ,crowded
密集,通勤ラッシュ時は、電車内が**密集**する。,N1,7477,4314,3,"ラッシュ, 時, 密集","通勤, ラッシュ, 時, は, 、, 電車, 内, が, *, *, 密集, *, *, する, 。",みっしゅう,"crowd, close formation, dense"
勤め,彼は長年、地元の工場に勤めています。,N3,2856,4315,4,"長年, 地元, 勤め, ます","彼, は, 長年, 、, 地元, の, 工場, に, 勤め, て, い, ます, 。",つとめ,"work, employment"
繋げる,このケーブルとケーブルを繋げてください。,N3,2860,4316,4,"ケーブル, ケーブル, 繋げ, ください","この, ケーブル, と, ケーブル, を, 繋げ, て, ください, 。",つなげる,to connect
罪,彼の罪は、決して許されるものではない。,N3,2864,4317,4,"罪, 許さ, れる, もの","彼, の, 罪, は, 、, 決して, 許さ, れる, もの, で, は, ない, 。",つみ,"crime, fault, indiscretion"
犯す,彼は罪を犯した。,N1,5855,4318,1,犯し,"彼, は, 罪, を, 犯し, た, 。",おかす,"to perpetrate, to violate"
停電,昨夜、停電で冷蔵庫の中身が心配だ。,N3,2879,4319,4,"停電, 冷蔵, 庫, 中身","昨夜, 、, 停電, で, 冷蔵, 庫, の, 中身, が, 心配, だ, 。",ていでん,failure of electricity
真っ暗,停電で部屋が真っ暗になった。,N2,4869,4320,2,"真っ暗, なっ","停電, で, 部屋, が, 真っ暗, に, なっ, た, 。",まっくら,total darkness
瞬間,雷が光った瞬間、停電になった。,N3,1494,4321,4,"雷, 光っ, 瞬間, なっ","雷, が, 光っ, た, 瞬間, 、, 停電, に, なっ, た, 。",しゅんかん,"moment, second"
永遠,この瞬間が永遠に続けばいいのに。,N3,1831,4322,3,"永遠, 続け, いい","この, 瞬間, が, 永遠, に, 続け, ば, いい, の, に, 。",えいえん,"eternity, perpetuity, immortality"
徹底,今回のプロジェクトでは、安全対策を徹底することが重要です。,N3,2895,4323,4,"プロジェクト, 徹底, こと, です","今回, の, プロジェクト, で, は, 、, 安全, 対策, を, 徹底, する, こと, が, 重要, です, 。",てってい,"thoroughness, completeness"
防止,事故防止のために、安全確認を徹底しましょう。,N2,4827,4324,3,"防止, ため, ましょう","事故, 防止, の, ため, に, 、, 安全, 確認, を, 徹底, し, ましょう, 。",ぼうし,"prevention, check"
天然,彼女はちょっと天然なところがあって、時々面白いことを言う。,N3,2905,4325,4,"天然, ところ, あっ, こと","彼女, は, ちょっと, 天然, な, ところ, が, あっ, て, 、, 時々, 面白い, こと, を, 言う, 。",てんねん,"nature, spontaneity"
独身,彼はもうすぐ40歳になるが、まだ独身だ。,N3,2934,4326,4,"すぐ, 40, 歳, 独身","彼, は, もう, すぐ, 40, 歳, に, なる, が, 、, まだ, 独身, だ, 。",どくしん,"single, unmarried"
独立,彼は大学卒業後、親から**独立**して一人暮らしを始めた。,N3,2938,4327,4,"から, 独立, 一人暮らし, 始め","彼, は, 大学, 卒業, 後, 、, 親, から, *, *, 独立, *, *, し, て, 一人暮らし, を, 始め, た, 。",どくりつ,"independence (e.g., Ind. Day), self-support"
虎,彼はまるで虎のような鋭い目つきで私を睨んだ。,N3,2962,4328,4,"虎, よう, 目つき, 睨ん","彼, は, まるで, 虎, の, よう, な, 鋭い, 目つき, で, 私, を, 睨ん, だ, 。",とら,tiger
ドラマ,昨日の夜は、久しぶりにテレビでドラマを見た。,N3,2965,4329,4,"久し, ぶり, ドラマ, 見","昨日, の, 夜, は, 、, 久し, ぶり, に, テレビ, で, ドラマ, を, 見, た, 。",ドラマ,drama
トレーニング,毎日の筋力トレーニングで体力がついた。,N3,2969,4330,4,"筋力, トレーニング, 体力, つい","毎日, の, 筋力, トレーニング, で, 体力, が, つい, た, 。",トレーニング,training
弛み,最近、トレーニングを怠けていたので、体にお腹周りに弛みが出てきた。,N1,6831,4331,2,"怠け, 弛み","最近, 、, トレーニング, を, 怠け, て, い, た, の, で, 、, 体, に, お腹, 周り, に, 弛み, が, 出, て, き, た, 。",たるみ,"slack, slackening"
筋肉,ジムでトレーニングをして筋肉をつけたい。,N3,2132,4332,4,"ジム, 筋肉, つけ, たい","ジム, で, トレーニング, を, し, て, 筋肉, を, つけ, たい, 。",きんにく,"muscle, sinews"
退化,長年使っていない筋肉は退化する。,N1,6750,4333,3,"長年, 使っ, 退化","長年, 使っ, て, い, ない, 筋肉, は, 退化, する, 。",たいか,"degeneration, retrogression"
とんでもない,電車が**とんでもなく**遅れて、待ち合わせに間に合わなかった。,N3,2974,4334,4,"とんでも, なく, 間に合わ, なかっ","電車, が, *, *, とんでも, なく, *, *, 遅れ, て, 、, 待ち合わせ, に, 間に合わ, なかっ, た, 。",とんでもない,"outrageous, No way!"
仲間,私たちは苦楽を共にした大切な仲間だ。,N3,2983,4335,4,"たち, 苦楽, 共, 仲間","私, たち, は, 苦楽, を, 共, に, し, た, 大切, な, 仲間, だ, 。",なかま,"company, fellow, colleague, associate"
中身,お弁当の**中身**は、唐揚げと卵焼きです。,N3,2984,4336,4,"中身, 唐揚げ, 卵焼き, です","お, 弁当, の, *, *, 中身, *, *, は, 、, 唐揚げ, と, 卵焼き, です, 。",なかみ,content(s); substance
波,穏やかな波が砂浜に打ち寄せている。,N3,3000,4337,4,"波, 砂浜, 打ち寄せ, いる","穏やか, な, 波, が, 砂浜, に, 打ち寄せ, て, いる, 。",なみ,wave
砕ける,波が岩に砕ける。,N2,3997,4338,1,砕ける,"波, が, 岩, に, 砕ける, 。",くだける,"to break, to be broken"
荒い,波が荒い。,N2,4376,4339,1,荒い,"波, が, 荒い, 。",あらい,"rough, rude, wild"
日常,このカフェは、私の日常に欠かせない場所です。,N3,3014,4340,4,"カフェ, 日常, 欠かせ, です","この, カフェ, は, 、, 私, の, 日常, に, 欠かせ, ない, 場所, です, 。",にちじょう,"ordinary, regular, everyday"
俳優,彼は舞台俳優として長年活躍している。,N3,3072,4341,4,"舞台, 俳優, 長年, いる","彼, は, 舞台, 俳優, と, し, て, 長年, 活躍, し, て, いる, 。",はいゆう,"actor, actress, performer"
吐く,具合が悪くて、さっきご飯を吐いてしまった。,N3,3082,4342,4,"悪く, ご飯, 吐い, しまっ","具合, が, 悪く, て, 、, さっき, ご飯, を, 吐い, て, しまっ, た, 。",はく,"to throw up, to vomit"
パス,すみません、そこはパスでお願いします。,N3,3092,4343,4,"すみ, ませ, パス, ます","すみ, ませ, ん, 、, そこ, は, パス, で, お, 願い, し, ます, 。",パス,"path, pass (in games)"
ハンサム,彼はハンサムで、誰からも好かれるタイプだ。,N3,3132,4344,4,"ハンサム, から, 好か, れる","彼, は, ハンサム, で, 、, 誰, から, も, 好か, れる, タイプ, だ, 。",ハンサム,handsome
被害,今回の地震による被害は甚大だった。,N3,3139,4345,4,"よる, 被害, 甚大, だっ","今回, の, 地震, に, よる, 被害, は, 甚大, だっ, た, 。",ひがい,damage
再建,地震で大きな被害を受けた街の再建には、長い時間がかかるだろう。,N1,5334,4346,3,"受け, 再建, だろう","地震, で, 大きな, 被害, を, 受け, た, 街, の, 再建, に, は, 、, 長い, 時間, が, かかる, だろう, 。",さいけん,(temple or shrine) rebuilding
比較,**価格を比較してから買いましょう。**,N3,3140,4347,4,"比較, から, 買い, ましょう","*, *, 価格, を, 比較, し, て, から, 買い, ましょう, 。, *, *",ひかく,comparison
統計,この地域は、犯罪の統計が比較的低い。,N2,4499,4348,2,"統計, 的","この, 地域, は, 、, 犯罪, の, 統計, が, 比較, 的, 低い, 。",とうけい,"scattering, a scatter, dispersion"
比較的,今日の天気は昨日と比べて比較的暖かい。,N2,4679,4349,2,"比べ, 的","今日, の, 天気, は, 昨日, と, 比べ, て, 比較, 的, 暖かい, 。",ひかくてき,comparatively; relatively
批評,彼の映画は、評論家から厳しい批評を受けた。,N3,3160,4350,4,"評論, から, 批評, 受け","彼, の, 映画, は, 、, 評論, 家, から, 厳しい, 批評, を, 受け, た, 。",ひひょう,"criticism, review, commentary"
瓶,このコーラは瓶に入っている。,N3,3176,4351,4,"コーラ, 瓶, 入っ, いる","この, コーラ, は, 瓶, に, 入っ, て, いる, 。",びん,bottle
風景,旅行先で見た風景が目に焼き付いている。,N3,3182,4352,4,"見, 風景, 焼き付い, いる","旅行, 先, で, 見, た, 風景, が, 目, に, 焼き付い, て, いる, 。",ふうけい,scenery
何気ない,何気ない日常の風景に、ふと心が安らぐ。,N1,5602,4353,1,安らぐ,"何, 気, ない, 日常, の, 風景, に, 、, ふと, 心, が, 安らぐ, 。",なにげない,"casual, unconcerned"
しみじみ,故郷の風景を眺めていると、しみじみと懐かしい気持ちになった。,N2,4264,4354,3,"いる, しみじみ, なっ","故郷, の, 風景, を, 眺め, て, いる, と, 、, しみじみ, と, 懐かしい, 気持ち, に, なっ, た, 。",しみじみ,"keenly, deeply, heartily"
婦人,その婦人は上品な物腰で微笑んだ。,N3,3199,4355,4,"婦人, 上品, 物腰, 微笑ん","その, 婦人, は, 上品, な, 物腰, で, 微笑ん, だ, 。",ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと))
雰囲気,このカフェは雰囲気がいいから、よく勉強しに来るんだ。,N3,3230,4356,4,"カフェ, 雰囲気, いい, から","この, カフェ, は, 雰囲気, が, いい, から, 、, よく, 勉強, し, に, 来る, ん, だ, 。",ふんいき,"atmosphere (e.g., musical), mood, ambiance"
修飾,この絵は、壁に飾ると部屋の雰囲気を修飾してくれるでしょう。,N3,3331,4357,2,"修飾, でしょう","この, 絵, は, 、, 壁, に, 飾る, と, 部屋, の, 雰囲気, を, 修飾, し, て, くれる, でしょう, 。",しゅうしょく,ornamentation; modification (gram)
和～,この部屋は和モダンな雰囲気で落ち着く。,N2,4333,4358,2,"和, 落ち着く","この, 部屋, は, 和, モダン, な, 雰囲気, で, 落ち着く, 。",わ～,Japanese style
割と,このカフェ、割と落ち着ける雰囲気で好き。,N2,4342,4359,3,"カフェ, 割と, 落ち着ける","この, カフェ, 、, 割と, 落ち着ける, 雰囲気, で, 好き, 。",わりと,"relatively, comparatively"
厳か,結婚式は厳かな雰囲気の中で行われた。,N1,5859,4360,3,"式, 厳か, 行わ","結婚, 式, は, 厳か, な, 雰囲気, の, 中, で, 行わ, れ, た, 。",おごそか,"majestic, dignified"
明かり,部屋に明かりを灯すと、雰囲気が明るくなった。,N3,1675,4361,4,"明かり, 灯す, 明るく, なっ","部屋, に, 明かり, を, 灯す, と, 、, 雰囲気, が, 明るく, なっ, た, 。",あかり,"lamplight, light (in general)"
闇,夜の闇が深まるにつれて、街の明かりが際立ってきた。,N1,7604,4362,3,"闇, つれ, 際立っ","夜, の, 闇, が, 深まる, に, つれ, て, 、, 街, の, 明かり, が, 際立っ, て, き, た, 。",やみ,"darkness, shady, illegal"
平和,世界が平和になることを願っています。,N3,3236,4363,4,"平和, こと, 願っ, ます","世界, が, 平和, に, なる, こと, を, 願っ, て, い, ます, 。",へいわ,peace
唱える,彼は平和を**唱え**続けた。,N1,5529,4364,2,"唱え, 続け","彼, は, 平和, を, *, *, 唱え, *, *, 続け, た, 。",となえる,"to recite, to chant, to call upon"
象徴,鳩は平和の象徴です。,N1,6498,4365,3,"鳩, 象徴, です","鳩, は, 平和, の, 象徴, です, 。",しょうちょう,symbol
山,富士山は日本の象徴です。,N5,666,4366,4,"富士, 山, 日本, です","富士, 山, は, 日本, の, 象徴, です, 。",やま,mountain
厄介,この書類の山、片付けるのが**厄介**だな。,N3,2441,4367,1,厄介,"この, 書類, の, 山, 、, 片付ける, の, が, *, *, 厄介, *, *, だ, な, 。",やっかい,"trouble, burden, care"
見える,遠くの山がよく見える。,N4,1126,4368,2,"遠く, 見える","遠く, の, 山, が, よく, 見える, 。",みえる,to be visible; -- polite verb meaning 来る (くる) --
遠く,遠くに見える山が美しい。,N4,1131,4369,1,遠く,"遠く, に, 見える, 山, が, 美しい, 。",とおく,"far away, distant"
透明,このグラスは透明で、水の色がよく見える。,N2,4510,4370,1,透明,"この, グラス, は, 透明, で, 、, 水, の, 色, が, よく, 見える, 。",とうめい,"transparency, cleanness"
霞む,遠くの山が霞んで見える。,N1,6002,4371,1,霞ん,"遠く, の, 山, が, 霞ん, で, 見える, 。",かすむ,"to grow hazy, to be misty"
指差す,彼は遠くの山を指差した。,N1,7637,4372,1,指差し,"彼, は, 遠く, の, 山, を, 指差し, た, 。",ゆびさす,to point at
丘陵,遠くに見える丘陵の緑が、目に優しかった。,N3,2601,4373,2,"丘陵, 優しかっ","遠く, に, 見える, 丘陵, の, 緑, が, 、, 目, に, 優しかっ, た, 。",きゅうりょう,hill
同一,この2つの絵は、ほぼ同一に見える。,N3,2910,4374,2,"2, 同一","この, 2, つ, の, 絵, は, 、, ほぼ, 同一, に, 見える, 。",どういつ,"identity, sameness, similarity"
姿勢,彼はいつも姿勢が良いので、若々しく見える。,N2,4232,4375,2,"姿勢, 若々しく","彼, は, いつ, も, 姿勢, が, 良い, の, で, 、, 若々しく, 見える, 。",しせい,attitude; posture
崖,彼は崖っぷちに立って、遠くの海を眺めていた。,N1,5992,4376,2,"崖っぷち, 立っ","彼, は, 崖っぷち, に, 立っ, て, 、, 遠く, の, 海, を, 眺め, て, い, た, 。",がけ,cliff
星座,今夜は空気が澄んでいて、星座がよく見える。,N1,6616,4377,2,"澄ん, 星座","今夜, は, 空気, が, 澄ん, で, い, て, 、, 星座, が, よく, 見える, 。",せいざ,constellation
単独,彼は単独で山に登った。,N1,6848,4378,2,"単独, 登っ","彼, は, 単独, で, 山, に, 登っ, た, 。",たんどく,"sole, single"
火山,富士山は美しい火山です。,N2,3853,4379,3,"富士, 火山, です","富士, 山, は, 美しい, 火山, です, 。",かざん,volcano
強気,彼は交渉で強気な姿勢を崩さなかった。,N2,5132,4380,3,"強気, 崩さ, なかっ","彼, は, 交渉, で, 強気, な, 姿勢, を, 崩さ, なかっ, た, 。",つよき,"firm, strong"
生身,彼は機械に頼らず、生身の体で山を登った。,N1,5609,4381,3,"頼ら, 生身, 登っ","彼, は, 機械, に, 頼ら, ず, 、, 生身, の, 体, で, 山, を, 登っ, た, 。",なまみ,"living flesh, flesh and blood, the quick"
微か,遠くから微かに音楽が聞こえてきた。,N1,6001,4382,3,"から, 微か, 聞こえ","遠く, から, 微か, に, 音楽, が, 聞こえ, て, き, た, 。",かすか,"faint, dim, weak"
くっきり,富士山が晴れてくっきり見えた。,N1,6246,4383,3,"富士, くっきり, 見え","富士, 山, が, 晴れ, て, くっきり, 見え, た, 。",くっきり,"distinctly, clearly, boldly"
ロマンチック,夜景の見えるレストランで食事をするなんて、ロマンチックだね。,N1,7032,4384,3,"夜景, なんて, ロマンチック","夜景, の, 見える, レストラン, で, 食事, を, する, なんて, 、, ロマンチック, だ, ね, 。",ロマンチック,romantic
見習う,彼の努力する姿勢は、ぜひ見習いたい。,N1,7485,4385,3,"ぜひ, 見習い, たい","彼, の, 努力, する, 姿勢, は, 、, ぜひ, 見習い, たい, 。",みならう,to follow another's example
峰,山の峰に雪が残っている。,N1,7487,4386,3,"峰, 残っ, いる","山, の, 峰, に, 雪, が, 残っ, て, いる, 。",みね,"peak, ridge"
遥か,故郷を遥か遠く離れて暮らしている。,N1,7756,4387,3,"遥か, 離れ, いる","故郷, を, 遥か, 遠く, 離れ, て, 暮らし, て, いる, 。",はるか,"far, far-away, distant"
眼鏡,眼鏡をかけないと、遠くの字がぼやけて読めない。,N5,649,4388,4,"眼鏡, かけ, ぼやけ, 読め","眼鏡, を, かけ, ない, と, 、, 遠く, の, 字, が, ぼやけ, て, 読め, ない, 。",めがね,eye glasses
外す,眼鏡を外す。,N3,3093,4389,1,外す,"眼鏡, を, 外す, 。",はずす,"to unfasten, to remove"
近眼,彼は近眼なので、いつも眼鏡をかけている。,N1,6219,4390,3,"近眼, かけ, いる","彼, は, 近眼, な, の, で, 、, いつ, も, 眼鏡, を, かけ, て, いる, 。",きんがん,nearsightedness
景色,窓から見える景色がとてもきれいだった。,N4,961,4391,4,"から, 景色, きれい, だっ","窓, から, 見える, 景色, が, とても, きれい, だっ, た, 。",けしき,"scenery, landscape"
眺める,窓から景色を眺める。,N3,2987,4392,2,"から, 眺める","窓, から, 景色, を, 眺める, 。",ながめる,"to view, to gaze at"
凝らす,目を凝らして遠くの景色を見た。,N1,5310,4393,2,"凝らし, 見","目, を, 凝らし, て, 遠く, の, 景色, を, 見, た, 。",こらす,"to concentrate, to devote, to peer into"
ぼやける,雨で窓ガラスがぼやけて、外の景色がよく見えない。,N1,7384,4394,2,"ぼやけ, 見え","雨, で, 窓, ガラス, が, ぼやけ, て, 、, 外, の, 景色, が, よく, 見え, ない, 。",ぼやける,"to become dim, to become blurred"
変わる,季節が**変わる**と、景色も変わりますね。,N4,1117,4395,3,"変わる, 変わり, ます","季節, が, *, *, 変わる, *, *, と, 、, 景色, も, 変わり, ます, ね, 。",かわる,"to change (v.i.), to be transformed, to vary"
越える,峠を越えると、景色が開けた。,N3,2257,4396,3,"峠, 越える, 開け","峠, を, 越える, と, 、, 景色, が, 開け, た, 。",こえる,"to exceed, to cross over, to cross"
トンネル,車はトンネルを抜けて、景色が開けた。,N3,2976,4397,3,"トンネル, 抜け, 開け","車, は, トンネル, を, 抜け, て, 、, 景色, が, 開け, た, 。",トンネル,tunnel
開通,新しいトンネルが開通した。,N2,3821,4398,1,開通,"新しい, トンネル, が, 開通, し, た, 。",かいつう,"opening, open"
潜る,トンネルを潜る。,N2,4954,4399,1,潜る,"トンネル, を, 潜る, 。",もぐる,"to drive, to pass through; to evade, to hide"
くぐる,トンネルをくぐる。,N1,6237,4400,1,くぐる,"トンネル, を, くぐる, 。",くぐる,to pass through; to go around
俳句,彼女は旅先で見た景色を俳句にした。,N2,4616,4401,3,"旅先, 見, 俳句","彼女, は, 旅先, で, 見, た, 景色, を, 俳句, に, し, た, 。",はいく,haiku poetry
頂点,富士山の頂点からは素晴らしい景色が見える。,N2,5089,4402,3,"富士, 頂点, から","富士, 山, の, 頂点, から, は, 素晴らしい, 景色, が, 見える, 。",ちょうてん,"top, summit"
